,value__sum_values,value__median,value__mean,value__length,value__standard_deviation,value__variance,value__root_mean_square,value__maximum,value__absolute_maximum,value__minimum
100,-0.41473394929999985,-6.103516e-05,-2.2381756573124653e-05,18530.0,0.00690736706145833,4.771171972171948e-05,0.006907403322866473,0.07565308,0.07748413,-0.07748413
101,-0.3900141302400003,-0.0004119873,-2.104771345062063e-05,18530.0,0.031840951799594994,0.0010138462115041316,0.03184095875614258,0.1808777,0.240509,-0.240509
102,-0.6084282149099951,0.0007629395,-3.283476605018862e-05,18530.0,0.0919979111513514,0.008463615656211948,0.0919979170108422,0.5306396,0.6418152,-0.6418152
103,-0.4550181334999999,0.0005187988,-2.45557546411225e-05,18530.0,0.06844157027514607,0.0046842485417277575,0.06844157468025443,0.6576538,0.6576538,-0.4263916
104,0.6100459788299997,0.002655029,3.292207117269291e-05,18530.0,0.04638194629793408,0.0021512849423844407,0.04638195798203446,0.2434998,0.2746887,-0.2746887
105,-0.48477281826999974,0.0004272461,-2.6161512049109537e-05,18530.0,0.13739615178887302,0.018877702526391035,0.13739615427957125,0.9555664,1.0,-1.0
106,-0.65435836168,-3.051758e-05,-3.5313457187263896e-05,18530.0,0.019893495809132702,0.00039575117550798045,0.01989352715202206,0.1601563,0.1859131,-0.1859131
107,-0.6282959758600011,-0.000579834,-3.390696038100384e-05,18530.0,0.023978367314343912,0.0005749620990615964,0.02397839128764811,0.2302551,0.2302551,-0.1209717
108,-0.41805869770000187,0.001434326,-2.2561181743119367e-05,18530.0,0.04704767156446942,0.0022134833996381846,0.047047676973949584,0.3603516,0.5924072,-0.5924072
109,0.6488025773599972,0.0001220703,3.501363072638949e-05,18530.0,0.12571550006505838,0.015804386956607692,0.12571550494096592,0.9999695,1.0,-1.0
110,-2.8593750923999988,-0.0004272461,-0.00015431058242849427,18530.0,0.013143738347951064,0.00017275785775939937,0.013144644138022481,0.1448364,0.1448364,-0.08813477
111,-0.26510634159000007,0.0002746582,-1.430687218510524e-05,18530.0,0.033667969032281815,0.0011335321387586873,0.03366797207206396,0.3678894,0.3678894,-0.2514954
112,-0.5921936023499996,-9.155273e-05,-3.1958640169994585e-05,18530.0,0.022259207688439482,0.0004954723269170833,0.02225923063072407,0.1115417,0.1115417,-0.1026306
113,-1.281585381970003,0.001617432,-6.916272973394512e-05,18530.0,0.07944600264657548,0.006311667336519677,0.07944603275181751,0.5103455,0.5645142,-0.5645142
114,-0.8544920432799995,3.051758e-05,-4.611397966972474e-05,18530.0,0.021794794302702206,0.00047501305869710055,0.021794843087212662,0.1272583,0.1272583,-0.1267395
115,1.205109598199999,0.000793457,6.50355962331354e-05,18530.0,0.055741581102667165,0.0031071238638252213,0.055741619042273954,0.3200073,0.3815613,-0.3815613
116,-0.8515316326700026,-0.0003356934,-4.595421654991919e-05,18530.0,0.0412488820589785,0.0017014702711155186,0.04124890765711908,0.2971497,0.2971497,-0.2879944
117,-0.39880360458000075,9.155273e-05,-2.1522050975715096e-05,18530.0,0.008263035007304725,6.827774753194339e-05,0.008263063035619514,0.037323,0.08001709,-0.08001709
118,1.1310116073699983,9.155273e-05,6.103678399190493e-05,18530.0,0.058711553400284694,0.0034470465026744815,0.058711585127328,0.4291687,0.4320374,-0.4320374
119,-0.5167235400200001,0.0002746582,-2.7885781976254726e-05,18530.0,0.014418458800313925,0.00020789195417635005,0.014418485766306615,0.1091919,0.1231384,-0.1231384
