,value__sum_values,value__median,value__mean,value__length,value__standard_deviation,value__variance,value__root_mean_square,value__maximum,value__absolute_maximum,value__minimum
40,-0.9401854030399984,-0.0001220703,-5.073855386076624e-05,18530.0,0.07949496721731589,0.0063194498128821275,0.07949498340953959,0.7658691,0.7658691,-0.7459106
41,-3.4956972908899995,-9.155273e-05,-0.00018865069028008632,18530.0,0.013780289571938152,0.0001898963806864674,0.013781580815327774,0.1165161,0.1165161,-0.0977478
42,-0.5013429061000001,-0.0001831055,-2.7055742369131145e-05,18530.0,0.012416147847730992,0.00015416072737671496,0.012416177325969138,0.09561157,0.1390076,-0.1390076
43,0.10763383265000048,0.0009765625,5.8086256152185904e-06,18530.0,0.037400113152874066,0.0013987684638477836,0.03740011360394398,0.2043152,0.2288818,-0.2288818
44,-0.11117560150000055,0.0012359620000000002,-5.999762628170564e-06,18530.0,0.03563687285096804,0.0012699867065960628,0.035636873356022884,0.148407,0.319519,-0.319519
45,-0.6141665643500027,-0.0006408691,-3.314444491905034e-05,18530.0,0.022392190030295044,0.0005014101743528448,0.022392214560133922,0.2164307,0.2164307,-0.1271667
46,-0.46752952103000045,-0.0001525879,-2.5230950946033483e-05,18530.0,0.008279830507257299,6.855559322890865e-05,0.00827986895003745,0.0725708,0.0725708,-0.05914307
47,-0.4860231375100002,0.0,-2.6228987453318952e-05,18530.0,0.004689495858463224,2.199137140654373e-05,0.004689569209034723,0.04504395,0.04504395,-0.02923584
48,-3.06622307231,-0.0003662109,-0.00016547345236427415,18530.0,0.018103294382115855,0.0003277292674855475,0.01810405062269173,0.1339722,0.1339722,-0.09292603
49,-0.19537491017000103,0.0001831055,-1.0543708050188939e-05,18530.0,0.03482700540417382,0.0012129203054223523,0.034827007000202186,0.2005615,0.2123718,-0.2123718
50,-0.5321665291599991,0.0004425049,-2.871918667889903e-05,18530.0,0.10042107355092335,0.010084392013119958,0.10042107765758959,0.9999695,0.9999695,-0.8106689
51,0.7448739446500006,0.0004882813,4.019827008364817e-05,18530.0,0.05863721335881932,0.003438322790487699,0.058637227137618105,0.284668,0.284668,-0.2261047
52,-0.6118166736299978,0.0009155273,-3.301762944576351e-05,18530.0,0.053699844127070614,0.0028836732592716803,0.05369985427760055,0.2443848,0.3390503,-0.3390503
53,-0.4152526499500002,-0.0001831055,-2.2409749052887223e-05,18530.0,0.01732143575084169,0.00030003213647053663,0.017321450247233607,0.1096497,0.1096497,-0.09851074
54,-0.6631182812299987,-0.0002441406,-3.578619974257953e-05,18530.0,0.036205229371550816,0.0013108186338466061,0.03620524705755642,0.3210144,0.3210144,-0.2533875
55,-1.29589767053,0.0016326905,-6.993511443766865e-05,18530.0,0.13436431745810332,0.01805376980598197,0.13436433565832193,0.7858887,0.8587952,-0.8587952
56,1.5495314097899993,0.00112915,8.362284996168371e-05,18530.0,0.06515261826623611,0.004244863666945884,0.06515267193083427,0.3795471,0.5370789,-0.5370789
57,-0.40719642345999874,0.0003662109,-2.1974982377765717e-05,18530.0,0.043186661800746144,0.0018650877574920262,0.04318666739159062,0.2775879,0.403595,-0.403595
58,-0.21578961276000097,-9.155273e-05,-1.1645418929303885e-05,18530.0,0.03668721821675417,0.001345951980483739,0.03668722006502429,0.4214478,0.4641113,-0.4641113
59,-0.6448666943700007,-0.00032043459999999996,-3.480122473664332e-05,18530.0,0.02673334130244631,0.0007146715371930816,0.026733363954398348,0.1874084,0.1874084,-0.1796265
