,value__sum_values,value__median,value__mean,value__length,value__standard_deviation,value__variance,value__root_mean_square,value__maximum,value__absolute_maximum,value__minimum
160,-0.30148269674999983,0.000579834,-1.6269978237992434e-05,18530.0,0.038532080324666984,0.0014847212141465883,0.0385320837596253,0.3721619,0.3721619,-0.2571106
161,0.29614281403999665,0.002105713,1.5981803240150925e-05,18530.0,0.09533910183759269,0.009089544339198868,0.09533910317711669,0.8247681,0.8247681,-0.6145325
162,-0.01864588083000085,-0.0003356934,-1.006253687533775e-06,18530.0,0.025179444511935184,0.0006340044259296229,0.025179444532041795,0.2252197,0.2252197,-0.1640015
163,-0.7353827425399995,-0.0003051758,-3.968606273826225e-05,18530.0,0.015114694058750511,0.000228453976489628,0.01511474615973433,0.1017151,0.1209412,-0.1209412
164,-5.295501864290001,-0.0007324219,-0.0002857799171230438,18530.0,0.047726015811073226,0.0022777725851988112,0.047726871418099906,0.3015747,0.459259,-0.459259
165,-0.1648876451699991,-0.0005187988,-8.898415821370702e-06,18530.0,0.03587767521586961,0.0012872075788954247,0.03587767631936646,0.4750061,0.519104,-0.519104
166,-0.05804412898000011,-0.0003662109,-3.1324408515920188e-06,18530.0,0.027786959894391693,0.0007721151401725323,0.02778696007095267,0.1951599,0.2197876,-0.2197876
167,0.10736090619999783,0.0005187988,5.793896718834205e-06,18530.0,0.050047708680554644,0.002504773144173665,0.05004770901592703,0.3688354,0.4060974,-0.4060974
168,-0.8226314656600009,-0.0004119873,-4.439457450944419e-05,18530.0,0.028385634839636867,0.0008057442652492063,0.028385669555736258,0.1603699,0.1992493,-0.1992493
169,-0.22210918835999854,-0.0002746582,-1.1986464563410607e-05,18530.0,0.08797739441381115,0.00774002192784329,0.08797739523035802,0.9504395,0.9504395,-0.7054138
170,-0.09682897111999961,-0.0001220703,-5.225524615218543e-06,18530.0,0.06918235190396006,0.004786197814963367,0.06918235210130887,0.400177,0.4304199,-0.4304199
171,-0.7064821419699997,0.0001831055,-3.812639730005395e-05,18530.0,0.01235554807260209,0.00015265956817438122,0.012355606897135904,0.09091187,0.1529236,-0.1529236
172,-0.64913947508,6.103516e-05,-3.503181193092283e-05,18530.0,0.014080903053725908,0.00019827183080842761,0.014080946631397862,0.08200073,0.1542969,-0.1542969
173,-0.44100966865000135,-0.0004882813,-2.3799766252023817e-05,18530.0,0.05256507791681537,0.002763087416400871,0.05256508330469709,0.4467773,0.7019653,-0.7019653
174,-0.06097379083999943,0.0009765625,-3.290544567727978e-06,18530.0,0.060745903784624605,0.00369006482661087,0.06074590387374735,0.4620056,0.5050049,-0.5050049
175,-2.5758350471400027,-0.0006713867,-0.00013900890702320576,18530.0,0.04960621112647107,0.002460776182324022,0.04960640589480611,0.3785706,0.3785706,-0.3521729
176,-0.03286697963999985,0.001434326,-1.7737171958985347e-06,18530.0,0.03295150539668354,0.0010858017079076645,0.032951505444421464,0.1750793,0.1750793,-0.1384583
177,-0.6519777728,0.0004882813,-3.518498504047491e-05,18530.0,0.01962317153601117,0.00038506886113171907,0.01962320307989731,0.1739197,0.1739197,-0.1526794
178,-0.39825416281999937,0.000213623,-2.1492399504587124e-05,18530.0,0.029144962348665673,0.0008494288303051397,0.029144970273245713,0.1648865,0.1648865,-0.149292
179,-2.48419205195,-9.155273e-05,-0.00013406325158931461,18530.0,0.016301577891802192,0.00026574144176249405,0.016302129146768554,0.1954651,0.2733459,-0.2733459
