,value__sum_values,value__median,value__mean,value__length,value__standard_deviation,value__variance,value__root_mean_square,value__maximum,value__absolute_maximum,value__minimum
80,-1.9049678078100003,0.0008544922,-0.0001028045228175931,18530.0,0.03826816814934466,0.001464452693506517,0.038268306237360813,0.1751709,0.1956177,-0.1956177
81,-1.0792534617800007,-0.0004882813,-5.824357591905023e-05,18530.0,0.02365900104963753,0.0005597483306667497,0.023659072741358346,0.2171631,0.2171631,-0.1298523
82,-0.90225213837,-6.103516e-05,-4.8691426787371826e-05,18530.0,0.010880140836991726,0.000118377464632775,0.010880249789771264,0.1350708,0.1490479,-0.1490479
83,-0.23318447612000065,-0.0002441406,-1.2584159531570461e-05,18530.0,0.013247006252873703,0.000175483174663675,0.013247012230112347,0.09674072,0.09674072,-0.0670166
84,0.008788879090000395,6.103516e-05,4.743054015110845e-07,18530.0,0.027513491207693218,0.000756992198435812,0.027513491211781496,0.2634277,0.2634277,-0.1625977
85,-0.42694093666999966,0.0001220703,-2.3040525454398254e-05,18530.0,0.027620666540938792,0.0007629012201657357,0.027620676150875614,0.1374512,0.1822205,-0.1822205
86,-0.5493161751099997,-6.103516e-05,-2.964469374581758e-05,18530.0,0.01606085148142077,0.0002579509503082557,0.01606087884009225,0.1341248,0.1341248,-0.1315308
87,-0.6201475935699994,-1.525879e-05,-3.346722037614676e-05,18530.0,0.021277399041775696,0.0004527277099829573,0.021277425362054427,0.3766174,0.3766174,-0.3580322
88,-0.5098875078199999,-3.051758e-05,-2.7516864966001075e-05,18530.0,0.013030221627912326,0.00016978667567251414,0.013030250682560628,0.1502991,0.1502991,-0.08135986
89,-0.3373706437999997,3.051758e-05,-1.8206726594711262e-05,18530.0,0.061150344378689644,0.0037393646176323405,0.06115034708909863,0.5655212,0.5655212,-0.3894653
90,-0.5140066101200005,0.0008544922,-2.77391586681058e-05,18530.0,0.06579067215004974,0.0043284125419553315,0.06579067799784598,0.5205078,0.6013794,-0.6013794
91,-0.041016367010001,-0.001525879,-2.213511441446357e-06,18530.0,0.09062627719743002,0.008213122118665424,0.09062627722446209,0.5755005,0.630127,-0.630127
92,-0.5352480460700001,0.0003356934,-2.8885485486778202e-05,18530.0,0.027065123315234647,0.0007325209000688581,0.027065138729371586,0.164093,0.2026978,-0.2026978
93,-0.04217446478999998,-0.0001525879,-2.276009972477063e-06,18530.0,0.029645678040166643,0.0008788662264612187,0.029645678127535557,0.1766663,0.2322998,-0.2322998
94,-4.4300542376899985,0.0009460449,-0.0002390747025196977,18530.0,0.08504010153232111,0.007231818868627484,0.08504043758907211,0.6880798,0.6880798,-0.4131775
95,-0.48886088142000006,-0.0002441406,-2.6382130675661094e-05,18530.0,0.021231618289218067,0.00045078161517905915,0.021231634680256677,0.1394958,0.1394958,-0.1094666
96,-0.44815058116999973,0.0005187988,-2.4185136598488922e-05,18530.0,0.030091618979142948,0.000905505532785916,0.030091628698140426,0.3605347,0.3605347,-0.2086792
97,-0.3795775013,-0.0001220703,-2.0484484689692393e-05,18530.0,0.007272851115656125,5.289436335050054e-05,0.007272879963577945,0.08288574,0.08288574,-0.08215332
98,-0.5549626569600001,-0.0002746582,-2.994941483864005e-05,18530.0,0.021646153355803378,0.0004685559551029579,0.021646174074658252,0.2279663,0.2279663,-0.1969299
99,-0.6890260499,-3.051758e-05,-3.7184352396114414e-05,18530.0,0.021483882194954673,0.0004615571941666904,0.02148391437431162,0.1689758,0.1689758,-0.1412048
