,value__sum_values,value__median,value__mean,value__length,value__standard_deviation,value__variance,value__root_mean_square,value__maximum,value__absolute_maximum,value__minimum
120,-0.8243715602100002,-7.6293945e-05,-4.448848139287643e-05,18530.0,0.01492259528056335,0.00022268384990749158,0.014922661596795266,0.1105347,0.1105347,-0.08740234
121,-0.45739757566000194,0.0007171631000000001,-2.4684164903399996e-05,18530.0,0.040396007171570686,0.0016318373954055906,0.04039601471325591,0.2277832,0.2277832,-0.2220154
122,-0.33059723860999946,-6.103516e-05,-1.7841189347544494e-05,18530.0,0.015899149121317357,0.0002527829427818865,0.015899159131536608,0.1529541,0.1529541,-0.136322
123,-0.45068288441999976,0.0006103516,-2.4321796245008082e-05,18530.0,0.022946720779952696,0.0005265519945531128,0.022946733669585426,0.1609497,0.1982117,-0.1982117
124,-1.2184751036300001,0.0,-6.575688632649757e-05,18530.0,0.023202936623034187,0.0005383762679325411,0.023203029800020522,0.1635742,0.2082825,-0.2082825
125,-0.7791747550999997,0.0001831055,-4.204936616837559e-05,18530.0,0.0172018609917436,0.0002959040215792701,0.01720191238579203,0.1265259,0.1265259,-0.1167603
126,-0.3928537530000008,0.0003051758,-2.1200958067997885e-05,18530.0,0.024984230180874038,0.0006242117577308972,0.02498423917615904,0.208252,0.208252,-0.2072754
127,-0.10345488548999959,0.0003356934,-5.583102293038294e-06,18530.0,0.017899241550221847,0.0003203828480731882,0.017899242420957917,0.1067505,0.1235657,-0.1235657
128,-2.9808348128800004,-6.103516e-05,-0.0001608653433826228,18530.0,0.011513335565631366,0.00013255689584683214,0.011514459323195931,0.081604,0.081604,-0.06817627
129,-0.9385989156599996,0.0004272461,-5.065293662493252e-05,18530.0,0.12588164677369088,0.015846188994456275,0.1258816569646915,0.9999695,1.0,-1.0
130,5.8560528838899994,0.004272461,0.00031603091656179166,18530.0,0.17609133302031144,0.03100815756487023,0.17609161661024766,0.9999695,1.0,-1.0
131,-0.8455821909099992,0.000213623,-4.563314575876952e-05,18530.0,0.07244822441882234,0.005248745221440045,0.0724482387903532,0.7429199,0.7429199,-0.494873
132,-0.6811810739000013,-3.051758e-05,-3.676098617916898e-05,18530.0,0.03544769085988263,0.0012565387872978066,0.03544770992134628,0.2382507,0.3184814,-0.3184814
133,-0.8080747630899995,0.0001220703,-4.360899962709118e-05,18530.0,0.013177898650279319,0.0001736570128370335,0.013177970806686512,0.06680298,0.06680298,-0.06314087
134,0.8108212106499977,0.0005187988,4.375721590124111e-05,18530.0,0.04296381609264016,0.0018458894932422054,0.042963838375267974,0.2573853,0.30896,-0.30896
135,-0.4310309716799992,0.0003051758,-2.32612504954128e-05,18530.0,0.035409427731444114,0.0012538275722683632,0.03540943537186293,0.2113037,0.2113037,-0.2105408
136,-1.8428031882299996,0.0009765625,-9.944971334214785e-05,18530.0,0.1809995352371691,0.03276083175607122,0.18099956255835728,0.9999695,1.0,-1.0
137,-0.7081600571300001,-0.0001220703,-3.8216948576902324e-05,18530.0,0.016231064933040332,0.0002634474688605716,0.016231109924947525,0.09634399,0.09634399,-0.0657959
138,-0.05227429605999867,0.0003967285,-2.821062928224429e-06,18530.0,0.03993994629428615,0.001595199309990462,0.039939946393915675,0.2902832,0.2948608,-0.2948608
139,-1.2836612536599994,-3.051758e-05,-6.927475734808415e-05,18530.0,0.03424500129552968,0.0011727201137308294,0.03424507136396178,0.2915955,0.2915955,-0.2533875
