,value__sum_values,value__median,value__mean,value__length,value__standard_deviation,value__variance,value__root_mean_square,value__maximum,value__absolute_maximum,value__minimum
160,-0.30148269674999895,0.000579834,-1.6269978237992387e-05,18530.0,0.038532080324666984,0.0014847212141465883,0.03853208375962531,0.3721619,0.3721619,-0.2571106
161,0.2961428140399964,0.002105713,1.5981803240150915e-05,18530.0,0.09533910183759269,0.009089544339198868,0.09533910317711669,0.8247681,0.8247681,-0.6145325
162,-0.01864588083000074,-0.0003356934,-1.0062536875337689e-06,18530.0,0.025179444511935184,0.0006340044259296229,0.025179444532041795,0.2252197,0.2252197,-0.1640015
163,-0.7353827425399995,-0.0003051758,-3.968606273826225e-05,18530.0,0.015114694058750511,0.000228453976489628,0.01511474615973433,0.1017151,0.1209412,-0.1209412
164,-5.295501864289998,-0.0007324219,-0.0002857799171230436,18530.0,0.047726015811073226,0.0022777725851988112,0.047726871418099906,0.3015747,0.459259,-0.459259
165,-0.16488764516999938,-0.0005187988,-8.898415821370716e-06,18530.0,0.03587767521586961,0.0012872075788954245,0.035877676319366454,0.4750061,0.519104,-0.519104
166,-0.058044128980000165,-0.0003662109,-3.1324408515920217e-06,18530.0,0.027786959894391693,0.0007721151401725324,0.02778696007095267,0.1951599,0.2197876,-0.2197876
167,0.10736090619999916,0.0005187988,5.793896718834277e-06,18530.0,0.050047708680554644,0.0025047731441736644,0.05004770901592703,0.3688354,0.4060974,-0.4060974
168,-0.8226314656600007,-0.0004119873,-4.4394574509444184e-05,18530.0,0.02838563483963687,0.0008057442652492064,0.028385669555736258,0.1603699,0.1992493,-0.1992493
169,-0.22210918836000365,-0.0002746582,-1.1986464563410883e-05,18530.0,0.08797739441381115,0.00774002192784329,0.08797739523035802,0.9504395,0.9504395,-0.7054138
170,-0.09682897111999933,-0.0001220703,-5.225524615218528e-06,18530.0,0.06918235190396008,0.0047861978149633675,0.06918235210130887,0.400177,0.4304199,-0.4304199
171,-0.7064821419700004,0.0001831055,-3.812639730005399e-05,18530.0,0.01235554807260209,0.00015265956817438122,0.012355606897135904,0.09091187,0.1529236,-0.1529236
172,-0.6491394750800001,6.103516e-05,-3.5031811930922835e-05,18530.0,0.01408090305372591,0.00019827183080842764,0.014080946631397862,0.08200073,0.1542969,-0.1542969
173,-0.4410096686499996,-0.0004882813,-2.3799766252023722e-05,18530.0,0.05256507791681537,0.002763087416400871,0.052565083304697086,0.4467773,0.7019653,-0.7019653
174,-0.06097379083999899,0.0009765625,-3.290544567727954e-06,18530.0,0.060745903784624605,0.00369006482661087,0.060745903873747356,0.4620056,0.5050049,-0.5050049
175,-2.5758350471399982,-0.0006713867,-0.00013900890702320552,18530.0,0.04960621112647107,0.0024607761823240222,0.0496064058948061,0.3785706,0.3785706,-0.3521729
176,-0.032866979640001015,0.001434326,-1.7737171958985976e-06,18530.0,0.03295150539668354,0.0010858017079076643,0.03295150544442146,0.1750793,0.1750793,-0.1384583
177,-0.6519777727999995,0.0004882813,-3.5184985040474875e-05,18530.0,0.01962317153601117,0.00038506886113171907,0.019623203079897313,0.1739197,0.1739197,-0.1526794
178,-0.3982541628200008,0.000213623,-2.1492399504587198e-05,18530.0,0.029144962348665673,0.0008494288303051397,0.029144970273245713,0.1648865,0.1648865,-0.149292
179,-2.484192051949999,-9.155273e-05,-0.0001340632515893146,18530.0,0.016301577891802192,0.00026574144176249405,0.016302129146768554,0.1954651,0.2733459,-0.2733459
